0.1
-1.9485,2.1457,0.23355,1.0186,0.55262,0.59557,3.0469
-1.9509,2.1383,0.23028,1.0144,0.56271,0.59343,3.0464
-1.9578,2.1171,0.22082,1.0025,0.59188,0.58724,3.045
-1.9687,2.0833,0.20572,0.98334,0.63847,0.57735,3.0429
-1.9833,2.038,0.18551,0.95776,0.70083,0.56413,3.04
-2.0013,1.9825,0.16072,0.92639,0.77728,0.54791,3.0364
-2.0221,1.9179,0.1319,0.88992,0.86618,0.52905,3.0322
-2.0455,1.8455,0.099591,0.84902,0.96586,0.5079,3.0276
-2.0711,1.7664,0.064321,0.80438,1.0747,0.48482,3.0225
-2.0983,1.682,0.02663,0.75668,1.1909,0.46015,3.0171
-2.127,1.5933,-0.012944,0.7066,1.313,0.43425,3.0114
-2.1566,1.5016,-0.053861,0.65481,1.4392,0.40748,3.0055
-2.1868,1.4081,-0.095586,0.60201,1.568,0.38017,2.9995
-2.2172,1.314,-0.13758,0.54886,1.6975,0.35269,2.9934
-2.2474,1.2205,-0.1793,0.49605,1.8262,0.32538,2.9874
-2.2771,1.1288,-0.22022,0.44427,1.9524,0.2986,2.9815
-2.3057,1.0401,-0.25979,0.39418,2.0745,0.27271,2.9758
-2.333,0.95563,-0.29749,0.34648,2.1908,0.24804,2.9704
-2.3585,0.87659,-0.33276,0.30184,2.2996,0.22496,2.9653
-2.3819,0.80418,-0.36507,0.26095,2.3993,0.20381,2.9607
-2.4028,0.7396,-0.39389,0.22448,2.4882,0.18495,2.9565
-2.4207,0.68406,-0.41867,0.19311,2.5646,0.16873,2.9529
-2.4354,0.63876,-0.43888,0.16753,2.627,0.1555,2.95
-2.4463,0.60492,-0.45399,0.14841,2.6736,0.14562,2.9478
-2.4532,0.58372,-0.46344,0.13645,2.7028,0.13943,2.9465
-2.4555,0.57639,-0.46671,0.13231,2.7128,0.13729,2.946
-2.4555,0.57639,-0.46671,0.13231,2.7128,0.13729,2.946
-2.4532,0.58372,-0.46344,0.13645,2.7028,0.13943,2.9465
-2.4463,0.60492,-0.45399,0.14841,2.6736,0.14562,2.9478
-2.4354,0.63876,-0.43888,0.16753,2.627,0.1555,2.95
-2.4207,0.68406,-0.41867,0.19311,2.5646,0.16873,2.9529
-2.4028,0.7396,-0.39389,0.22448,2.4882,0.18495,2.9565
-2.3819,0.80418,-0.36507,0.26095,2.3993,0.20381,2.9607
-2.3585,0.87659,-0.33276,0.30184,2.2996,0.22496,2.9653
-2.333,0.95563,-0.29749,0.34648,2.1908,0.24804,2.9704
-2.3057,1.0401,-0.25979,0.39418,2.0745,0.27271,2.9758
-2.2771,1.1288,-0.22022,0.44427,1.9524,0.2986,2.9815
-2.2474,1.2205,-0.1793,0.49605,1.8262,0.32538,2.9874
-2.2172,1.314,-0.13758,0.54886,1.6975,0.35269,2.9934
-2.1868,1.4081,-0.095586,0.60201,1.568,0.38017,2.9995
-2.1566,1.5016,-0.053861,0.65481,1.4392,0.40748,3.0055
-2.127,1.5933,-0.012944,0.7066,1.313,0.43425,3.0114
-2.0983,1.682,0.02663,0.75668,1.1909,0.46015,3.0171
-2.0711,1.7664,0.064321,0.80438,1.0747,0.48482,3.0225
-2.0455,1.8455,0.099591,0.84902,0.96586,0.5079,3.0276
-2.0221,1.9179,0.1319,0.88992,0.86618,0.52905,3.0322
-2.0013,1.9825,0.16072,0.92639,0.77728,0.54791,3.0364
-1.9833,2.038,0.18551,0.95776,0.70083,0.56413,3.04
-1.9687,2.0833,0.20572,0.98334,0.63847,0.57735,3.0429
-1.9578,2.1171,0.22082,1.0025,0.59188,0.58724,3.045
-1.9509,2.1383,0.23028,1.0144,0.56271,0.59343,3.0464
-1.9485,2.1457,0.23355,1.0186,0.55262,0.59557,3.0469
